GMLID;Localisation;ORGANISME;RelevantEmissions;typologie
SPO-FR38011_5012;Station Luther King;ATMO REUNION;Fond;Urbaine
SPO-FR38011_1;Station Luther King;ATMO REUNION;Fond;Urbaine
SPO-FR38011_1;Station Luther King;ATMO REUNION;Fond;Urbaine
SPO-FR38012_38;Station Bonsenf;ATMO REUNION;Fond;Urbaine
SPO-FR38012_8;Station Bonsenf;ATMO REUNION;Fond;Urbaine
SPO-FR38012_7;Station Bonsenf;ATMO REUNION;Fond;Urbaine
SPO-FR38012_5;Station Bonsenf;ATMO REUNION;Fond;Urbaine
SPO-FR38012_6001;Station Bonsenf;ATMO REUNION;Fond;Urbaine
SPO-FR38012_1;Station Bonsenf;ATMO REUNION;Fond;Urbaine
SPO-FR38013_38;Rambaud;ATMO REUNION;Trafic;Urbaine
SPO-FR38013_8;Rambaud;ATMO REUNION;Trafic;Urbaine
SPO-FR38013_5;Rambaud;ATMO REUNION;Trafic;Urbaine
SPO-FR38014_5018;Ligne Paradis;ATMO REUNION;Fond;périurbaine
SPO-FR38014_5018;Ligne Paradis;ATMO REUNION;Fond;périurbaine
SPO-FR38014_5029;Ligne Paradis;ATMO REUNION;Fond;périurbaine
SPO-FR38014_5029;Ligne Paradis;ATMO REUNION;Fond;périurbaine
SPO-FR38014_5610;Ligne Paradis;ATMO REUNION;Fond;périurbaine
SPO-FR38014_5610;Ligne Paradis;ATMO REUNION;Fond;périurbaine
SPO-FR38014_5381;Ligne Paradis;ATMO REUNION;Fond;périurbaine
SPO-FR38014_5381;Ligne Paradis;ATMO REUNION;Fond;périurbaine
SPO-FR38014_5623;Ligne Paradis;ATMO REUNION;Fond;périurbaine
SPO-FR38014_5623;Ligne Paradis;ATMO REUNION;Fond;périurbaine
SPO-FR38014_5014;Ligne Paradis;ATMO REUNION;Fond;périurbaine
SPO-FR38014_5014;Ligne Paradis;ATMO REUNION;Fond;périurbaine
SPO-FR38014_5419;Ligne Paradis;ATMO REUNION;Fond;périurbaine
SPO-FR38014_5419;Ligne Paradis;ATMO REUNION;Fond;périurbaine
SPO-FR38014_38;Ligne Paradis;ATMO REUNION;Fond;périurbaine
SPO-FR38014_38;Ligne Paradis;ATMO REUNION;Fond;périurbaine
SPO-FR38014_38;Ligne Paradis;ATMO REUNION;Fond;périurbaine
SPO-FR38014_8;Ligne Paradis;ATMO REUNION;Fond;périurbaine
SPO-FR38014_8;Ligne Paradis;ATMO REUNION;Fond;périurbaine
SPO-FR38014_8;Ligne Paradis;ATMO REUNION;Fond;périurbaine
SPO-FR38014_9;Ligne Paradis;ATMO REUNION;Fond;périurbaine
SPO-FR38014_9;Ligne Paradis;ATMO REUNION;Fond;périurbaine
SPO-FR38014_5015;Ligne Paradis;ATMO REUNION;Fond;périurbaine
SPO-FR38014_5015;Ligne Paradis;ATMO REUNION;Fond;périurbaine
SPO-FR38014_7;Ligne Paradis;ATMO REUNION;Fond;périurbaine
SPO-FR38014_7;Ligne Paradis;ATMO REUNION;Fond;périurbaine
SPO-FR38014_7;Ligne Paradis;ATMO REUNION;Fond;périurbaine
SPO-FR38014_5;Ligne Paradis;ATMO REUNION;Fond;périurbaine
SPO-FR38014_5;Ligne Paradis;ATMO REUNION;Fond;périurbaine
SPO-FR38014_5;Ligne Paradis;ATMO REUNION;Fond;périurbaine
SPO-FR38014_5012;Ligne Paradis;ATMO REUNION;Fond;périurbaine
SPO-FR38014_5012;Ligne Paradis;ATMO REUNION;Fond;périurbaine
SPO-FR38016_38;Station Bourg-Murat;ATMO REUNION;Fond;rural regional
SPO-FR38016_38;Station Bourg-Murat;ATMO REUNION;Fond;rural regional
SPO-FR38016_8;Station Bourg-Murat;ATMO REUNION;Fond;rural regional
SPO-FR38016_8;Station Bourg-Murat;ATMO REUNION;Fond;rural regional
SPO-FR38016_9;Station Bourg-Murat;ATMO REUNION;Fond;rural regional
SPO-FR38016_7;Station Bourg-Murat;ATMO REUNION;Fond;rural regional
SPO-FR38016_7;Station Bourg-Murat;ATMO REUNION;Fond;rural regional
SPO-FR38016_5;Station Bourg-Murat;ATMO REUNION;Fond;rural regional
SPO-FR38016_5;Station Bourg-Murat;ATMO REUNION;Fond;rural regional
SPO-FR38016_1;Station Bourg-Murat;ATMO REUNION;Fond;rural regional
SPO-FR38016_1;Station Bourg-Murat;ATMO REUNION;Fond;rural regional
SPO-FR38017_5;Grand Coude;ATMO REUNION;Fond;rural regional
SPO-FR38017_6001;Grand Coude;ATMO REUNION;Fond;rural regional
SPO-FR38017_1;Grand Coude;ATMO REUNION;Fond;rural regional
SPO-FR38017_1;Grand Coude;ATMO REUNION;Fond;rural regional
SPO-FR38018_38;Centre Penitencier;ATMO REUNION;Trafic;périurbaine
SPO-FR38018_38;Centre Penitencier;ATMO REUNION;Trafic;périurbaine
SPO-FR38018_8;Centre Penitencier;ATMO REUNION;Trafic;périurbaine
SPO-FR38018_8;Centre Penitencier;ATMO REUNION;Trafic;périurbaine
SPO-FR38018_9;Centre Penitencier;ATMO REUNION;Trafic;périurbaine
SPO-FR38018_1;Centre Penitencier;ATMO REUNION;industrielle;périurbaine
SPO-FR38018_1;Centre Penitencier;ATMO REUNION;industrielle;périurbaine
SPO-FR38019_38;Boulevard Jean Jaurès;ATMO REUNION;Trafic;Urbaine
SPO-FR38019_8;Boulevard Jean Jaurès;ATMO REUNION;Trafic;Urbaine
SPO-FR38019_5;Boulevard Jean Jaurès;ATMO REUNION;Trafic;Urbaine
SPO-FR38020_38;Plateau Caillou;ATMO REUNION;Fond;Urbaine
SPO-FR38020_38;Plateau Caillou;ATMO REUNION;Fond;Urbaine
SPO-FR38020_38;Plateau Caillou;ATMO REUNION;Fond;Urbaine
SPO-FR38020_8;Plateau Caillou;ATMO REUNION;Fond;Urbaine
SPO-FR38020_8;Plateau Caillou;ATMO REUNION;Fond;Urbaine
SPO-FR38020_8;Plateau Caillou;ATMO REUNION;Fond;Urbaine
SPO-FR38020_9;Plateau Caillou;ATMO REUNION;Fond;Urbaine
SPO-FR38020_7;Plateau Caillou;ATMO REUNION;Fond;Urbaine
SPO-FR38020_7;Plateau Caillou;ATMO REUNION;Fond;Urbaine
SPO-FR38020_7;Plateau Caillou;ATMO REUNION;Fond;Urbaine
SPO-FR38020_5;Plateau Caillou;ATMO REUNION;Fond;Urbaine
SPO-FR38020_5;Plateau Caillou;ATMO REUNION;Fond;Urbaine
SPO-FR38020_6001;Plateau Caillou;ATMO REUNION;Fond;Urbaine
SPO-FR38020_6001;Plateau Caillou;ATMO REUNION;Fond;Urbaine
SPO-FR38020_1;Plateau Caillou;ATMO REUNION;Fond;Urbaine
SPO-FR38020_1;Plateau Caillou;ATMO REUNION;Fond;Urbaine
SPO-FR38021_38;Grand Fond;ATMO REUNION;Fond;périurbaine
SPO-FR38021_38;Grand Fond;ATMO REUNION;Fond;périurbaine
SPO-FR38021_8;Grand Fond;ATMO REUNION;Fond;périurbaine
SPO-FR38021_8;Grand Fond;ATMO REUNION;Fond;périurbaine
SPO-FR38021_9;Grand Fond;ATMO REUNION;Fond;périurbaine
SPO-FR38021_7;Grand Fond;ATMO REUNION;Fond;périurbaine
SPO-FR38021_7;Grand Fond;ATMO REUNION;Fond;périurbaine
SPO-FR38021_5;Grand Fond;ATMO REUNION;Fond;périurbaine
SPO-FR38021_5;Grand Fond;ATMO REUNION;Fond;périurbaine
SPO-FR38022_10;Chaussée Royale;ATMO REUNION;Trafic;Urbaine
SPO-FR38022_10;Chaussée Royale;ATMO REUNION;Trafic;Urbaine
SPO-FR38022_38;Chaussée Royale;ATMO REUNION;Trafic;Urbaine
SPO-FR38022_38;Chaussée Royale;ATMO REUNION;Trafic;Urbaine
SPO-FR38022_8;Chaussée Royale;ATMO REUNION;Trafic;Urbaine
SPO-FR38022_8;Chaussée Royale;ATMO REUNION;Trafic;Urbaine
SPO-FR38022_9;Chaussée Royale;ATMO REUNION;Trafic;Urbaine
SPO-FR38022_5;Chaussée Royale;ATMO REUNION;Trafic;Urbaine
SPO-FR38022_5;Chaussée Royale;ATMO REUNION;Trafic;Urbaine
SPO-FR38023_431;BD BANKS;ATMO REUNION;Trafic;Urbaine
SPO-FR38023_21;BD BANKS;ATMO REUNION;Trafic;Urbaine
SPO-FR38023_20;BD BANKS;ATMO REUNION;Trafic;Urbaine
SPO-FR38023_10;BD BANKS;ATMO REUNION;Trafic;Urbaine
SPO-FR38023_38;BD BANKS;ATMO REUNION;Trafic;Urbaine
SPO-FR38023_38;BD BANKS;ATMO REUNION;Trafic;Urbaine
SPO-FR38023_8;BD BANKS;ATMO REUNION;Trafic;Urbaine
SPO-FR38023_8;BD BANKS;ATMO REUNION;Trafic;Urbaine
SPO-FR38023_9;BD BANKS;ATMO REUNION;Trafic;Urbaine
SPO-FR38023_5;BD BANKS;ATMO REUNION;Trafic;Urbaine
SPO-FR38023_5;BD BANKS;ATMO REUNION;Trafic;Urbaine
SPO-FR38023_6001;BD BANKS;ATMO REUNION;Trafic;Urbaine
SPO-FR38023_464;BD BANKS;ATMO REUNION;Trafic;Urbaine
SPO-FR38023_482;BD BANKS;ATMO REUNION;Trafic;Urbaine
SPO-FR38024_5018;RDT SAINT-LEU;ATMO REUNION;Trafic;rural prés de ville
SPO-FR38024_5029;RDT SAINT-LEU;ATMO REUNION;Trafic;rural prés de ville
SPO-FR38024_5610;RDT SAINT-LEU;ATMO REUNION;Trafic;rural prés de ville
SPO-FR38024_5381;RDT SAINT-LEU;ATMO REUNION;Trafic;rural prés de ville
SPO-FR38024_5623;RDT SAINT-LEU;ATMO REUNION;Trafic;rural prés de ville
SPO-FR38024_431;RDT SAINT-LEU;ATMO REUNION;Trafic;rural prés de ville
SPO-FR38024_21;RDT SAINT-LEU;ATMO REUNION;Trafic;rural prés de ville
SPO-FR38024_20;RDT SAINT-LEU;ATMO REUNION;Trafic;rural prés de ville
SPO-FR38024_10;RDT SAINT-LEU;ATMO REUNION;Trafic;rural prés de ville
SPO-FR38024_5014;RDT SAINT-LEU;ATMO REUNION;Trafic;rural prés de ville
SPO-FR38024_5419;RDT SAINT-LEU;ATMO REUNION;Trafic;rural prés de ville
SPO-FR38024_38;RDT SAINT-LEU;ATMO REUNION;Trafic;rural prés de ville
SPO-FR38024_38;RDT SAINT-LEU;ATMO REUNION;Trafic;rural prés de ville
SPO-FR38024_8;RDT SAINT-LEU;ATMO REUNION;Trafic;rural prés de ville
SPO-FR38024_8;RDT SAINT-LEU;ATMO REUNION;Trafic;rural prés de ville
SPO-FR38024_9;RDT SAINT-LEU;ATMO REUNION;Trafic;rural prés de ville
SPO-FR38024_5015;RDT SAINT-LEU;ATMO REUNION;Trafic;rural prés de ville
SPO-FR38024_5;RDT SAINT-LEU;ATMO REUNION;Trafic;rural prés de ville
SPO-FR38024_6001;RDT SAINT-LEU;ATMO REUNION;Trafic;rural prés de ville
SPO-FR38024_5012;RDT SAINT-LEU;ATMO REUNION;Trafic;rural prés de ville
SPO-FR38024_464;RDT SAINT-LEU;ATMO REUNION;Trafic;rural prés de ville
SPO-FR38024_482;#N/A;ATMO REUNION;Trafic;rural prés de ville
SPO-FR38091_38;Terrain de Sel;ATMO REUNION;Trafic;Urbaine
SPO-FR38091_38;Terrain de Sel;ATMO REUNION;Trafic;Urbaine
SPO-FR38091_8;Terrain de Sel;ATMO REUNION;Trafic;Urbaine
SPO-FR38091_8;Terrain de Sel;ATMO REUNION;Trafic;Urbaine
SPO-FR38091_9;Terrain de Sel;ATMO REUNION;Trafic;Urbaine
SPO-FR38091_1;Terrain de Sel;ATMO REUNION;industrielle;Urbaine
SPO-FR38091_1;Terrain de Sel;ATMO REUNION;industrielle;Urbaine
SPO-FR38098_5018;Sarda Garriga;ATMO REUNION;industrielle;Urbaine
SPO-FR38098_5029;Sarda Garriga;ATMO REUNION;industrielle;Urbaine
SPO-FR38098_5610;Sarda Garriga;ATMO REUNION;industrielle;Urbaine
SPO-FR38098_5381;Sarda Garriga;ATMO REUNION;industrielle;Urbaine
SPO-FR38098_5623;Sarda Garriga;ATMO REUNION;industrielle;Urbaine
SPO-FR38098_10;Sarda Garriga;ATMO REUNION;industrielle;Urbaine
SPO-FR38098_5014;Sarda Garriga;ATMO REUNION;industrielle;Urbaine
SPO-FR38098_5419;Sarda Garriga;ATMO REUNION;industrielle;Urbaine
SPO-FR38098_38;Sarda Garriga;ATMO REUNION;Trafic;Urbaine
SPO-FR38098_38;Sarda Garriga;ATMO REUNION;Trafic;Urbaine
SPO-FR38098_8;Sarda Garriga;ATMO REUNION;Trafic;Urbaine
SPO-FR38098_8;Sarda Garriga;ATMO REUNION;Trafic;Urbaine
SPO-FR38098_9;Sarda Garriga;ATMO REUNION;Trafic;Urbaine
SPO-FR38098_5015;Sarda Garriga;ATMO REUNION;industrielle;Urbaine
SPO-FR38098_5;Sarda Garriga;ATMO REUNION;Trafic;Urbaine
SPO-FR38098_5012;Sarda Garriga;ATMO REUNION;industrielle;Urbaine
SPO-FR38098_1;Sarda Garriga;ATMO REUNION;industrielle;Urbaine
SPO-FR38098_1;Sarda Garriga;ATMO REUNION;industrielle;Urbaine
SPO-FR39001_7;Musee histoire;MADININAIR;Fond;Urbaine
SPO-FR39001_1;Musee histoire;MADININAIR;Fond;Urbaine
SPO-FR39002_38;Lycee Schoelcher;MADININAIR;Fond;périurbaine
SPO-FR39002_8;Lycee Schoelcher;MADININAIR;Fond;périurbaine
SPO-FR39002_7;Lycee Schoelcher;MADININAIR;Fond;périurbaine
SPO-FR39002_1;Lycee Schoelcher;MADININAIR;Fond;périurbaine
SPO-FR39003_20;Etang Zabricot;MADININAIR;industrielle;Urbaine
SPO-FR39003_1;Etang Zabricot;MADININAIR;industrielle;Urbaine
SPO-FR39003_1;Etang Zabricot;MADININAIR;industrielle;Urbaine
SPO-FR39007_5018;Bishop;MADININAIR;Fond;Urbaine
SPO-FR39007_5029;Bishop;MADININAIR;Fond;Urbaine
SPO-FR39007_5014;Bishop;MADININAIR;Fond;Urbaine
SPO-FR39007_38;Bishop;MADININAIR;Fond;Urbaine
SPO-FR39007_8;Bishop;MADININAIR;Fond;Urbaine
SPO-FR39007_5015;Bishop;MADININAIR;Fond;Urbaine
SPO-FR39007_5;Bishop;MADININAIR;Fond;Urbaine
SPO-FR39007_5;Bishop;MADININAIR;Fond;Urbaine
SPO-FR39007_6001;Bishop;MADININAIR;Fond;Urbaine
SPO-FR39007_5012;Bishop;MADININAIR;Fond;Urbaine
SPO-FR39008_5029;Ville de Schoelcher;MADININAIR;Fond;Urbaine
SPO-FR39008_5;Ville de Schoelcher;MADININAIR;Fond;Urbaine
SPO-FR39008_5;Ville de Schoelcher;MADININAIR;Fond;Urbaine
SPO-FR39008_5;Ville de Schoelcher;MADININAIR;Fond;Urbaine
SPO-FR39008_5;Ville de Schoelcher;MADININAIR;Fond;Urbaine
SPO-FR39008_6001;Ville de Schoelcher;MADININAIR;Fond;Urbaine
SPO-FR39008_6001;Ville de Schoelcher;MADININAIR;Fond;Urbaine
SPO-FR39008_6001;Ville de Schoelcher;MADININAIR;Fond;Urbaine
SPO-FR39009_38;Lamentin;MADININAIR;Fond;Urbaine
SPO-FR39009_38;Lamentin;MADININAIR;Fond;Urbaine
SPO-FR39009_38;Lamentin;MADININAIR;Fond;Urbaine
SPO-FR39009_8;Lamentin;MADININAIR;Fond;Urbaine
SPO-FR39009_8;Lamentin;MADININAIR;Fond;Urbaine
SPO-FR39009_8;Lamentin;MADININAIR;Fond;Urbaine
SPO-FR39009_9;Lamentin;MADININAIR;Fond;Urbaine
SPO-FR39009_9;Lamentin;MADININAIR;Fond;Urbaine
SPO-FR39009_7;Lamentin;MADININAIR;Fond;Urbaine
SPO-FR39009_7;Lamentin;MADININAIR;Fond;Urbaine
SPO-FR39009_5;Lamentin;MADININAIR;Fond;Urbaine
SPO-FR39009_5;Lamentin;MADININAIR;Fond;Urbaine
SPO-FR39009_5;Lamentin;MADININAIR;Fond;Urbaine
SPO-FR39009_5;Lamentin;MADININAIR;Fond;Urbaine
SPO-FR39009_6001;Lamentin;MADININAIR;Fond;Urbaine
SPO-FR39010_38;Concorde;MADININAIR;Trafic;Urbaine
SPO-FR39010_38;Concorde;MADININAIR;Trafic;Urbaine
SPO-FR39010_38;Concorde;MADININAIR;Trafic;Urbaine
SPO-FR39010_8;Concorde;MADININAIR;Trafic;Urbaine
SPO-FR39010_8;Concorde;MADININAIR;Trafic;Urbaine
SPO-FR39010_8;Concorde;MADININAIR;Trafic;Urbaine
SPO-FR39010_9;Concorde;MADININAIR;Trafic;Urbaine
SPO-FR39010_9;Concorde;MADININAIR;Trafic;Urbaine
SPO-FR39011_20;Reneville;MADININAIR;Trafic;Urbaine
SPO-FR39011_20;Reneville;MADININAIR;Trafic;Urbaine
SPO-FR39011_38;Reneville;MADININAIR;Trafic;Urbaine
SPO-FR39011_38;Reneville;MADININAIR;Trafic;Urbaine
SPO-FR39011_8;Reneville;MADININAIR;Trafic;Urbaine
SPO-FR39011_8;Reneville;MADININAIR;Trafic;Urbaine
SPO-FR39011_9;Reneville;MADININAIR;Trafic;Urbaine
SPO-FR39011_5;Reneville;MADININAIR;Trafic;Urbaine
SPO-FR39011_5;Reneville;MADININAIR;Trafic;Urbaine
SPO-FR39011_5;Reneville;MADININAIR;Trafic;Urbaine
SPO-FR39011_5;Reneville;MADININAIR;Trafic;Urbaine
SPO-FR39013_38;Robert Mansarde;MADININAIR;Trafic;Urbaine
SPO-FR39013_8;Robert Mansarde;MADININAIR;Trafic;Urbaine
SPO-FR39013_5;Robert Mansarde;MADININAIR;Trafic;Urbaine
SPO-FR39014_38;Sainte_Luce;MADININAIR;Fond;périurbaine
SPO-FR39014_38;Sainte_Luce;MADININAIR;Fond;périurbaine
SPO-FR39014_38;Sainte_Luce;MADININAIR;Fond;périurbaine
SPO-FR39014_8;Sainte_Luce;MADININAIR;Fond;périurbaine
SPO-FR39014_8;Sainte_Luce;MADININAIR;Fond;périurbaine
SPO-FR39014_8;Sainte_Luce;MADININAIR;Fond;périurbaine
SPO-FR39014_9;Sainte_Luce;MADININAIR;Fond;périurbaine
SPO-FR39014_9;Sainte_Luce;MADININAIR;Fond;périurbaine
SPO-FR39014_7;Sainte_Luce;MADININAIR;Fond;périurbaine
SPO-FR39014_7;Sainte_Luce;MADININAIR;Fond;périurbaine
SPO-FR39014_5;Sainte_Luce;MADININAIR;Fond;périurbaine
SPO-FR39014_5;Sainte_Luce;MADININAIR;Fond;périurbaine
SPO-FR39014_5;Sainte_Luce;MADININAIR;Fond;périurbaine
SPO-FR39014_6001;Sainte_Luce;MADININAIR;Fond;périurbaine
SPO-FR39014_6001;Sainte_Luce;MADININAIR;Fond;périurbaine
SPO-FR39014_6001;Sainte_Luce;MADININAIR;Fond;périurbaine
SPO-FR39015_38;Hôtel de ville;MADININAIR;Fond;Urbaine
SPO-FR39015_8;Hôtel de ville;MADININAIR;Fond;Urbaine
SPO-FR39015_7;Hôtel de ville;MADININAIR;Fond;Urbaine
SPO-FR39015_5;Hôtel de ville;MADININAIR;Fond;Urbaine
SPO-FR39015_5;Hôtel de ville;MADININAIR;Fond;Urbaine
SPO-FR39015_5;Hôtel de ville;MADININAIR;Fond;Urbaine
SPO-FR39015_6001;Hôtel de ville;MADININAIR;Fond;Urbaine
SPO-FR39015_6001;Hôtel de ville;MADININAIR;Fond;Urbaine
SPO-FR39015_1;Hôtel de ville;MADININAIR;Fond;Urbaine
SPO-FR39016_38;Robert Bourg;MADININAIR;Fond;Urbaine
SPO-FR39016_38;Robert Bourg;MADININAIR;Fond;Urbaine
SPO-FR39016_38;Robert Bourg;MADININAIR;Fond;Urbaine
SPO-FR39016_8;Robert Bourg;MADININAIR;Fond;Urbaine
SPO-FR39016_8;Robert Bourg;MADININAIR;Fond;Urbaine
SPO-FR39016_8;Robert Bourg;MADININAIR;Fond;Urbaine
SPO-FR39016_9;Robert Bourg;MADININAIR;Fond;Urbaine
SPO-FR39016_9;Robert Bourg;MADININAIR;Fond;Urbaine
SPO-FR39016_7;Robert Bourg;MADININAIR;Fond;Urbaine
SPO-FR39016_7;Robert Bourg;MADININAIR;Fond;Urbaine
SPO-FR39016_5;Robert Bourg;MADININAIR;Fond;Urbaine
SPO-FR39016_5;Robert Bourg;MADININAIR;Fond;Urbaine
SPO-FR39016_5;Robert Bourg;MADININAIR;Fond;Urbaine
SPO-FR39016_6001;Robert Bourg;MADININAIR;Fond;Urbaine
SPO-FR39016_1;Robert Bourg;MADININAIR;Fond;Urbaine
SPO-FR39017_5029;Bellevue;MADININAIR;Fond;périurbaine
SPO-FR39017_38;Bellevue;MADININAIR;Fond;périurbaine
SPO-FR39017_38;Bellevue;MADININAIR;Fond;périurbaine
SPO-FR39017_38;Bellevue;MADININAIR;Fond;périurbaine
SPO-FR39017_8;Bellevue;MADININAIR;Fond;périurbaine
SPO-FR39017_8;Bellevue;MADININAIR;Fond;périurbaine
SPO-FR39017_8;Bellevue;MADININAIR;Fond;périurbaine
SPO-FR39017_9;Bellevue;MADININAIR;Fond;périurbaine
SPO-FR39017_9;Bellevue;MADININAIR;Fond;périurbaine
SPO-FR39017_7;Bellevue;MADININAIR;Fond;périurbaine
SPO-FR39017_7;Bellevue;MADININAIR;Fond;périurbaine
SPO-FR39017_1;Bellevue;MADININAIR;Fond;périurbaine
SPO-FR39018_5;CDST;MADININAIR;Fond;périurbaine
SPO-FR39109_5018;Office du tourisme;MADININAIR;industrielle;Urbaine
SPO-FR39109_20;Office du tourisme;MADININAIR;industrielle;Urbaine
SPO-FR39109_5014;Office du tourisme;MADININAIR;industrielle;Urbaine
SPO-FR39109_5015;Office du tourisme;MADININAIR;industrielle;Urbaine
SPO-FR39109_5012;Office du tourisme;MADININAIR;industrielle;Urbaine
SPO-FR40004_38;Cayenne Stade nautique;ATMO GUYANE;Fond;Urbaine
SPO-FR40004_38;Cayenne Stade nautique;ATMO GUYANE;Fond;Urbaine
SPO-FR40004_8;Cayenne Stade nautique;ATMO GUYANE;Fond;Urbaine
SPO-FR40004_8;Cayenne Stade nautique;ATMO GUYANE;Fond;Urbaine
SPO-FR40004_7;Cayenne Stade nautique;ATMO GUYANE;Fond;Urbaine
SPO-FR40004_5;Cayenne Stade nautique;ATMO GUYANE;Fond;Urbaine
SPO-FR40004_5;Cayenne Stade nautique;ATMO GUYANE;Fond;Urbaine
SPO-FR40004_6001;Cayenne Stade nautique;ATMO GUYANE;Fond;Urbaine
SPO-FR40004_1;Cayenne Stade nautique;ATMO GUYANE;Fond;Urbaine
SPO-FR40004_1;Cayenne Stade nautique;ATMO GUYANE;Fond;Urbaine
SPO-FR40006_5018;Kourou Gaston Monnerville Brady;ATMO GUYANE;Fond;Urbaine
SPO-FR40006_5029;Kourou Gaston Monnerville Brady;ATMO GUYANE;Fond;Urbaine
SPO-FR40006_20;Kourou Gaston Monnerville Brady;ATMO GUYANE;Fond;Urbaine
SPO-FR40006_5014;Kourou Gaston Monnerville Brady;ATMO GUYANE;Fond;Urbaine
SPO-FR40006_38;Kourou Gaston Monnerville Brady;ATMO GUYANE;Fond;Urbaine
SPO-FR40006_8;Kourou Gaston Monnerville Brady;ATMO GUYANE;Fond;Urbaine
SPO-FR40006_8;Kourou Gaston Monnerville Brady;ATMO GUYANE;Fond;Urbaine
SPO-FR40006_5015;Kourou Gaston Monnerville Brady;ATMO GUYANE;Fond;Urbaine
SPO-FR40006_7;Kourou Gaston Monnerville Brady;ATMO GUYANE;Fond;Urbaine
SPO-FR40006_5;Kourou Gaston Monnerville Brady;ATMO GUYANE;Fond;Urbaine
SPO-FR40006_5;Kourou Gaston Monnerville Brady;ATMO GUYANE;Fond;Urbaine
SPO-FR40006_5;Kourou Gaston Monnerville Brady;ATMO GUYANE;Fond;Urbaine
SPO-FR40006_5;Kourou Gaston Monnerville Brady;ATMO GUYANE;Fond;Urbaine
SPO-FR40006_5;Kourou Gaston Monnerville Brady;ATMO GUYANE;Fond;Urbaine
SPO-FR40006_5;Kourou Gaston Monnerville Brady;ATMO GUYANE;Fond;Urbaine
SPO-FR40006_6001;Kourou Gaston Monnerville Brady;ATMO GUYANE;Fond;Urbaine
SPO-FR40006_5012;Kourou Gaston Monnerville Brady;ATMO GUYANE;Fond;Urbaine
SPO-FR40006_1;Kourou Gaston Monnerville Brady;ATMO GUYANE;Fond;Urbaine
SPO-FR40007_5018;Kalou;ATMO GUYANE;Fond;périurbaine
SPO-FR40007_5029;Kalou;ATMO GUYANE;Fond;périurbaine
SPO-FR40007_20;Kalou;ATMO GUYANE;Fond;périurbaine
SPO-FR40007_5014;Kalou;ATMO GUYANE;Fond;périurbaine
SPO-FR40007_38;Kalou;ATMO GUYANE;Fond;périurbaine
SPO-FR40007_8;Kalou;ATMO GUYANE;Fond;périurbaine
SPO-FR40007_9;Kalou;ATMO GUYANE;Fond;périurbaine
SPO-FR40007_5015;Kalou;ATMO GUYANE;Fond;périurbaine
SPO-FR40007_7;Kalou;ATMO GUYANE;Fond;périurbaine
SPO-FR40007_5;Kalou;ATMO GUYANE;Fond;périurbaine
SPO-FR40007_5;Kalou;ATMO GUYANE;Fond;périurbaine
SPO-FR40007_5;Kalou;ATMO GUYANE;Fond;périurbaine
SPO-FR40007_5;Kalou;ATMO GUYANE;Fond;périurbaine
SPO-FR40007_5;Kalou;ATMO GUYANE;Fond;périurbaine
SPO-FR40007_5;Kalou;ATMO GUYANE;Fond;périurbaine
SPO-FR40007_5012;Kalou;ATMO GUYANE;Fond;périurbaine
SPO-FR40007_1;Kalou;ATMO GUYANE;Fond;périurbaine
SPO-FR40007_1;Kalou;ATMO GUYANE;Fond;périurbaine
SPO-FR40008_20;Caiena3;ATMO GUYANE;Fond;Urbaine
SPO-FR40008_38;Caiena3;ATMO GUYANE;Fond;Urbaine
SPO-FR40008_8;Caiena3;ATMO GUYANE;Fond;Urbaine
SPO-FR40008_9;Caiena3;ATMO GUYANE;Fond;Urbaine
SPO-FR40008_7;Caiena3;ATMO GUYANE;Fond;Urbaine
SPO-FR40008_5;Caiena3;ATMO GUYANE;Fond;Urbaine
SPO-FR40008_6001;Caiena3;ATMO GUYANE;Fond;Urbaine
SPO-FR40008_6001;Caiena3;ATMO GUYANE;Fond;Urbaine
SPO-FR40009_38;Bouchon;ATMO GUYANE;Trafic;Urbaine
SPO-FR40009_8;Bouchon;ATMO GUYANE;Trafic;Urbaine
SPO-FR40009_9;Bouchon;ATMO GUYANE;Trafic;Urbaine
SPO-FR40009_5;Bouchon;ATMO GUYANE;Trafic;Urbaine
SPO-FR40010_38;Matiti;ATMO GUYANE;Fond;rural prés de ville
SPO-FR40010_38;Matiti;ATMO GUYANE;Fond;rural prés de ville
SPO-FR40010_38;Matiti;ATMO GUYANE;Fond;rural prés de ville
SPO-FR40010_8;Matiti;ATMO GUYANE;Fond;rural prés de ville
SPO-FR40010_8;Matiti;ATMO GUYANE;Fond;rural prés de ville
SPO-FR40010_8;Matiti;ATMO GUYANE;Fond;rural prés de ville
SPO-FR40010_9;Matiti;ATMO GUYANE;Fond;rural prés de ville
SPO-FR40010_7;Matiti;ATMO GUYANE;Fond;rural prés de ville
SPO-FR40010_7;Matiti;ATMO GUYANE;Fond;rural prés de ville
SPO-FR40010_7;Matiti;ATMO GUYANE;Fond;rural prés de ville
SPO-FR40010_1;Matiti;ATMO GUYANE;Fond;rural prés de ville
SPO-FR40010_1;Matiti;ATMO GUYANE;Fond;rural prés de ville
SPO-FR40010_1;Matiti;ATMO GUYANE;Fond;rural prés de ville
SPO-FR40012_20;Soula;ATMO GUYANE;Fond;périurbaine
SPO-FR41001_38;AJACCIO CANETTO;QUALITAIR CORSE;Fond;Urbaine
SPO-FR41001_38;AJACCIO CANETTO;QUALITAIR CORSE;Fond;Urbaine
